positive	BU grads are the 7th most employable in US after Harvard, Yale, Stanford, MIT, Columbia, and Princeton. #hopethisistrue http://t.co/yDcczEqP
positive	Also don't forget #YourHealthIsYour Wealth 11.14.12 that Wednesday before #TheAKAdemyAwards come do Zumba with your @SFA_AKAs
positive	Napoleon dynamite is on and im not going to school tomorrow. #fantastic
positive	Watching Eddie Izzard Circle. Sooooo funny but I think it's bed time. Will make Andy watch it with me tomorrow.
positive	Looking forward to a fun weekend in the mountains and enjoying the snow in California.  Have a great Friday. http://t.co/Itxs0ik1
positive	"@D1_Prospect: Singing find your love by Drake like the kid in my 4th block class that swears he's good." Lmaoooo!!! Leave that boy ALONE!
positive	Excited for pre-Fashion Night Out drinks at Pipa tomorrow night with the HomePolish designers! First of many... http://t.co/exClqgSM
positive	Aquib Talib for a 4th round pick is larceny. Good move by the Patriots.
positive	My best friend is trying out for the Rose Parade tomorrow. I wish you the best Shante&lt;3 Good luck! @Forever_Shante
positive	Join us in the AV Dept on Weds Aug 15 at 7pm to watch the free movie,"Joyful Noise" for all ages,under age 8 needs adult.  #stdlav
positive	@Espngreeny U guys talk about Eli in the 4th qt Big Ben isn't to shabby either and steelers fans aren't complaining trust me
positive	@jemcapeding lets just go protest tomorrow spread to our pirate brothers! We did it with SOPA lets tey it again :)
positive	Forget the Ricky Gervais animation show...this is the animation *vid to watch!... http://t.co/sQnBgPpz *May have something to do with us.
positive	@Imaginers_of_1D May I have one with Liam please? My name is Bethan :) x Thank you!  X
positive	Best attitude for living:  "My Pain may be the Reason for Somebody's Laugh, But My Laugh Must Never Be the... http://t.co/kLcELM2d
positive	camping out on the parade grounds thursday and friday night to make sure our tailgate spot is safe. GEAUX TIGERS
positive	Yeay yeay yeay!!! Home opener tomorrow! Let's go @warriors ! AND excited to hang w/ greatest fans in the NBA! See you all there tomorrow!
positive	oh and Red Tails for the 1st time.. yeah yeah kinda orta late af.. but it was good!
positive	Guys, when Liam comes on tomorrow. Please spam him to follow @1Dsexydudes it would make her smile. She deserves it. Please. I'm beggin you.
positive	So excited to go to Philly tomorrow wifff the best people everrr @rue_says @c_spenceful @LaurenElyse6 and Roseeee :))) #lovethem
positive	Foxtel is the best money I have ever spent. Productivity goes down on Tuesday's... Newsroom, Mob Wives, general omg-ness. Love it.
positive	Teen mom 2 on Monday Ahhh can't wait!!! Wish I could watch with @WhitkaeCRAY19 !!! Best line ever "im addicted...I love weed!!"
positive	Parlay hit, fantasy teams won, Giants sweep, Niners smash. Best week ever, and it's only Monday.
positive	ZUMBA FITNESS CLASSES IN ERDINGTON - EVERY WEDNESDAY - ZUMBA IS FOR EVERYONE! Loaded with red-hot dance steps, Lati.. http://t.co/oyRjeEDN
positive	Barclays Profit Driven by Investment Banking: LONDON--Barclays PLC (BCS) Wednesday continued to reap the rewards... http://t.co/jBz4Ha55
positive	PUMPED! MT @NestaMAZING: Tina Fey &amp; Amy Poehler will host the 70th Golden Globe Awards in Jan &amp;, for once, I may care about an awards show!
positive	See you all in the church tomorrow's MIRACLE SERVICE at 7pm, and God will be bless you in Jesus name.  John 3:16... http://t.co/jPlvGD4p
positive	I ain't asking for much, just listen to atleast the 1st 3 songs &amp; give me some feedback&gt;&gt;&gt;DreamTeam (Full Mixtape) http://t.co/OzvJr3jY
positive	Can not wait for the 3 season of Mob Wives. #TrueBitches #January @DritaDavanzo @Carlafacciolo
positive	@real_liam_payne Liam please follow me for my birthday on the 3rd! Love ya! c:
positive	Be proud of what you do! Monday Morning Motivation: Martin Luther King Jr. http://t.co/CHy9jz07 #Inspiration
positive	Emile Heskey scores a bicycle kick (2nd goal) for Newcastle Jets v Melbourne Victory!!! http://t.co/O0PP1KaL --- What the ? How the ? Why...
positive	Pacers won without Granger to night David West step on in the 4th #GoIndiana
positive	"John 3:16,the Fab Four,the 50 Yard Line,the 13th floor,9/11,the Dirty Dozen,we're all waiting for the 2nd coming...Numbers"-JMC #GreatSong
positive	Can't wait to kick it with these outstanding musicians as well as perform for my New England fans on Saturday... http://t.co/vn7WYrzx
positive	@justinbieber i miss Kidrauhl, proud of Justin Bieber. I love you today, tomorrow and always.
positive	Tina Fey &amp; Amy Poehler are hosting the Golden Globes in January. Best news today!
positive	My idol is tuning 15 on Monday! She's growing up so fast!! I remember when she was that girl on Wizards of Waverly Place @bellathorne
positive	@Ratchet_Fuji  #FightForMatt I think that I want to make it spread so that you may not be inconvenienced. I wish  Matt becomes fine.
positive	Excited for Super Sunday coming up? Milan Derby, El Clasico, Newcastle-Man Utd, Marseille PSG? Should be epic. Keep it locked here 4 updates
positive	it's officially November 2 here in the Philippines.. so.. umm.. HAPPY BIRTHDAY Kendall! i love you! @HeffronDrive @bigtimerush
positive	Well, the sun is finally coming up, so it's time to slap some bacon on a biscuit and get to work.  #burningdaylight  Laters, Patriots!
positive	Highlight of that game was the bottom of the 10th. Some guy chillin with a John 3:16 sign behind home. Sup bro.
positive	Watching "Contraband" for the 3rd time, Mark Wahlberg is the man!
positive	I'm having White Collar withdrawal. I can't wait till it comes back in January.
positive	@BWade133 @deshotel22 I'm guessing the night of the 16th is gonna work the best. Invited you and Nick on FB.
positive	"@TheEllenShow: I didn't want New York to miss my Madonna show. Get ready for Monday! It's gonna be on WNBC!" Aw how nice
positive	@krisolsen have a big show on in Melb tonight then back in Singapore on Sunday for a month!!
positive	@Nikki2987 Saturday morning movies at the theatre! Tom &amp; Jerry, The Jungle Book! Loved that I always got to bring a friend! #PositiveThurs
positive	In bed in Plymouth hotel for the last night of holidays - home tomorrow. Had fun meeting @TomDaley1994 and @toniacouch but time for home :(
positive	@justinbieber the 1st day I ever watched a Kidrauhl videoThe one of u singing in the mirror #Believe I thought u were adorable&amp;u still r (;
positive	Buy my new album comming out called "fuck you procrastination 3" ft. Drake trey songz NWC MEEK Rick Ross. Drops in WSHH november 19 cop it!!
positive	Tina Fey and Amy Poehler will host the 70th Golden Globe Awards in January and, for once, I may care about an awards show!
positive	Got so excited because today is thursday and Grey's Anatomy was coming on. But then @Tee_Jay_Gee reminded me that it's not. #crushed
positive	Have the privilege to ride DOD sponsored float in January 1 Rose Parade in Pasadena, California!
positive	I liked a @YouTube video http://t.co/1hzJc8Yo Chris Jericho's 1st appearance after the Royal Rumble 2002 PPV (1/2)
positive	@iansomerhalder Just wanted to let you know that TVD was AMAZING tonight!!! Only the 4th episode and it was so intense! Loved it! :)
positive	#JustinDoAFollowSpree c'mon, u want to Kidrauhl follow u'r amazing account? So let's trend!^^
positive	Absolutely amazing day! November 11 is the HUGE revealing party for NLC. I absolutely can not wait ~ Pastor C
positive	@ThaNorseGod Tim Tebow has already had more success than over 95% of QBs who have ever been in the NFL and this is his 3rd season. "killed"?
positive	"If I knew that tomorrow the world ends, I still today, plant a tree."  Martin Luther King
positive	I love competing in the Miss America's Outstanding Teen program.. Can't wait until tomorrow! #pageantday
positive	Tomorrow is #PitBull Awareness Day! Help us change the perception so many people have about this wonderful breed. http://t.co/MgeUbZH6
positive	@OpBBQRelief is heading to Tom's River NJ and Manhatten, please consider donating to the cause. They feed 1st responders and communities.
positive	Betting on the Honey Badger: Will Tyrann Mathieu Make it to the NFL?: This Aug. 2, 2012 file photo shows LSU cor... http://t.co/DG6LMPOa
positive	Morning Twitterites! Goal: By 5pm Friday, want to see MSM report on Benghazi, and Obama below 42% in polls. HAMMER IT HOME, PATRIOTS!
positive	@1stAvengerACM love Al Green. Saw him in concert in July...he's still got it
positive	December 4th 2011 Curitiba, Brazil - The first and last time I saw Suicide Silence with Mitch. I'm glad I ha http://t.co/xjx0DtNI
positive	Napoleon Dynamite in the morning good way to start of my Sunday lol
positive	@foodstyleaholic I really enjoyed the chicken liver parfait and the featured peperonata risotto (hope they're still serving it tomorrow)!
positive	TOUCHDOWN #3!! 21-0 at the beginning of the 2nd quarter is kinda ridiculous. Haha. Oh well, ROLL TIDE!!
positive	@justinbieber please Justin follow me ? Hope everyday ! Je t'aime ! Can wait to see u in Paris for the 1st time ! Je t'aime &lt;3
positive	*A hot cup of coffee on a cold morning &amp; some nice country music to go gets me everytime :)! #WeAreND (8-0), 3rd in the BCS!
positive	Meet us at 9755 Chalmers tomorrow evening 5:30-7pm- A Righteous Girl Meeting take sum time out your day to have sum christian girl talk...
positive	Jubiliant Girl won the 5th, trainer John Sadler's 1,997th TB win in N. America. He also has 2 TB wins vs. QH and 1 win in Dubai. #santaanita
positive	After 6 seasons, Gossip Girl's ready to say goodbye on December 17th with 2 hour special "New York, I Love You XOXOX"
positive	hmmm how about this book for my birthday.. and El Clasico in La Liga will happen on March 3! sweeeeet! http://t.co/3qSFAiIU
positive	I love Thursdays....Grey's Anatomy....One day closer to Friday.....and No driving to Huntsville.
positive	People may hate on Jersey Shore but honestly I love it.
positive	Why can't Sean's season of The Bachelor just start Monday? #roses #TheBachelor #EXCITED #bestshow
positive	My Saturday night is the movie Contraband, Kate Beckinsale is good looking
positive	"@Jonny_Hancock87: If you google "fresh prince costume" I'm the 3rd picture!" That's cool!
positive	Tom Stone has this soccer team rolling. HUGE game tomorrow against Baylor in the Big 12 Semifinals. #wreckemtech http://t.co/drR4kNw7
positive	Bold prediction: Cowboys will beat the Falcons Sunday night! #CowboysNation
positive	It's #DigitalWednesday! If you want an MP3 of "Keep your Foot on the Devil's Neck," be one of the 1st 10 people to respond "I DO!"
positive	@HiIAmEbalyn Kuttay,you have an exam tomorrow yes?All the best :D do well and don't think about Zayn and all :P focus and shit :P bye &lt;3
positive	Did the Patriots just actually blitz on 3rd down.. amazing what some pressure does
positive	(And trust, I could talk forever about Madonna's choice of singles. Would *anything* from MDNA had been a better 1st single than "GMAYL?")
positive	@_robnotbob haha it'll be alright. We got Swansea on Saturday tho away hahaha just like we talked
positive	Leah from teen mom 2 is pregnant with her 3rd child and is getting married for the 2nd time to a new guy.. Congrats you're 19.
positive	The perfect day apart from Jordan Rhodes' late goal for Blackburn. Up to 6th in the table, bring on next Saturday! #nffc
positive	Frank Gore &amp; Vernon Davis, make wins tomorrow please. #fantasyfootball
positive	"@AdamantCriminal: WHITE COLLAR returns on Tuesday, January 22 at 10/9c."Can't wait to see it :-)
positive	@pewterpirate83 remember we just beat Arkansas and Ryan Mallett in Sugar Bowl! Arkansas was 2nd best team in SEC that year
positive	@anpburgers Good lad. think it's actually a Saturday. I have the 17th in my diary. S S + AMAZING. El Classico in La Cuchara a highlight!
positive	Contraband with the boys! So eager to finally watch it!! @David @Ronnie #Monday #bored #ineedmoregirlfriends #pathetic
positive	Being HUMAN is our number 1 job. A responsibility. Don't you forget it. Happy Friday! :)
positive	Kanye and Kim as Batman and Catwoman may be the best thing I've seen all week
positive	Rasheed Wallace said he's ready to play "30 minutes if needed" in tomorrow's home opener at MSG against the Heat.
positive	going back to Houston tomorrow(: excited!!!!
positive	Can't wait to go to to the Patriots game dec. 10th :) ahhh i hope we get a mssive snow storm!
positive	Attending #WIFLC with our chapter on Sunday? Please bring items for the charity event. Check @WisconsinDECA's FB for more info. #DECALove
positive	#sunsetcinema continues next Thursday with RED TAILS, a fantastic portrayal of the Tuskegee Airmen in action http://t.co/XAQKlwgM
positive	What Would Derek Fisher Bring to the L.A. Lakers?: The  Lakers  may soon be creating a new position for free age... http://t.co/MoVKypoU
positive	@itsjudytime praying for Judy!! May the Lord Jesus fill your room with His Love and protection!! God Bless you!! John 3:16
positive	No way Bucs make that Pats 4th round pick in 201:. It will be packaged to move up. Dominik loves to climb the draft ladder.
positive	I needa find this stuff for tomorrow, WSSU parade (: I'll be with PIPA but you know I'll be with reppin my MUSTANGS!!!
positive	@gsafc thank you, very much appreciated, hoping to deliever great football tweets and good banter, shame about tuesday, i do like Sunderland
positive	Welcome Monday. Time to hustle. Get on the train. #hustle #work #love #career #train #chicago #vision #focus http://t.co/OJ22bP0S
positive	Happy Birthday @hitmansteviej may you have many more. Can't wait to party with you &amp; @MsJoseline on Sat. in DC @LoveNightclubDC
positive	Significant development Monday night: 49ers QB Alex Smith and WR Michael Crabtree were on the same page. http://t.co/BjV8UC7v
positive	Kanye's 6th solo album apparently... "Brighter than Dark Fantasy, and shit that you can dance to. It'll be a smarter album than Graduation"
positive	@kirkcandersen @godbless_erica Kirk you've been my best friend for 16 years and Erica has been my best girl friend since 7th grade
positive	Take the 1st step in faith. You dont have to see the whole staircase, just take the 1st step. ~Dr. Martin Luther King Jr. #quote
positive	Justin may grow up but he will always be the same ALWAY the Kidrauhl tht will be caring for fans being weird and making others smile
positive	@dayaneeb isn't it still due tomorrow? Ah dude I'm like rewriting my Drake song.. Lmao and changing words on it
positive	Monster jam tonight and Celtics home opener tomorrow...loveeee living walking distance from the gahhhhden #bostongirl #citychick
positive	Great start to my 4 days off, sat on the sofa, feet up with a JD and coke listening to Al Green, get in :D
positive	We may or may not be skyping with Drake right now....hahahahaha #MadeMyNight http://t.co/ixnemzDg
positive	VDN on Lamar Odom practicing today: "It was good to see him out there, so we'll see how he feels tomorrow." Odom said, "It felt good."
positive	I'll be glad when it's tomorrow so I can stop seeing tweets about how Justin bieber is cool
positive	Andy, everything looks positive. You and the NY'ers survived again.  Still one mind set love my Carhart just bought the hood Wed  Lookn Good
positive	Come hang out with our wonderful PCA's and learn about Networking in the Job Search tomorrow form 2-3:30 in the student union. See you there
positive	The Fiesta Bowl was pleasantly surprised Monday to learn it is one of six finalists to hos http://t.co/7U79Ergo
positive	A blast from the past... Daisy May's should have received a Golden Globe for this one. ;) LOL. http://t.co/p4NzUFON
positive	Still the 1st Canadian club to make it to the MLS Playoffs... Nothing can change that #History #positive Vancouver is a beautiful city!!!
positive	After sunday and wednesday's game I'm happy with Chelsea style of playing it has improved from last season :D bring on Swansea #sfc  #cfc
positive	@vickiwright Being Human. Is that the 23rd? If it is I am free for a London trip...if I'm welcome as a guest. I'll bring cream eggs haha
positive	Keep the faith @LAGalaxy fans, we're never done until the final whistle. The battle for California supremacy begins Sunday. Bring it.
positive	Heading to Mangere Arts Centre tonight to support our PIPA 2nd years in their solo pieces, go hard guys!! See you on stage!! :D
positive	@mwhiteburgh I think those AAU teams may have had more talent than some of those Wizards teams he coached
positive	Can u imagine the front 3 of Suarez on the right, Sterling on the left &amp; Klaas-Jan through the middle? :-O that wud be #amazing :-D
positive	And it that's not your thing, don't forget that Being Human is on our stage this Friday, heart-warming and gorgeous: http://t.co/vx2RaUte
positive	"Over Again" is the 2nd Ed song on TMH. A ballad where Harry, Niall, Liam, Zayn and Louis sound most comfortable via @1Dliveupdates
positive	im happy 1st i have the same b-day as chris jericho 2nd i just figured out rybacks birthday is one day after mine!!
positive	@g_higuain Pipa, a tweet in support of Alonso Ezquerra. &amp; his family. May he rest in peace
positive	Brothers film premiere tonight, Sunderland away saturday and Jon Richardson sunday - should be a good few days!
positive	@slice_tv Friday nights are all about Mob Wives in my house. Respect!
positive	@ShakeMeDownKid Ohh wooow, it's pretty asl (thnx google) . We in it. Haha. Anywhoo I'm going to sleep. We gotta chill soon, or Sunday. :P
positive	In the Los Angeles area on Nov. 30th- December 1st 2012? This is a red carpet event that you do NOT want to miss! http://t.co/s0lP9Y8c
positive	@smg_xox aw thanks sam ! I miss you too much. &amp; tomorrow you better text me. I have a lot to tell ya .
positive	@QCook323 Champs Heat, MVP LeBron, Coach of the Year Doc Rivers, Rook of the Year Damian Lillard, 6th man Ginobili, Most Improved Lamar Odom
positive	Urban wants Braxton to train with Tim Tebow in the off season!!  I say yes! May not be a good QB, but the dude is smart &amp; works hard
positive	@ericcolsen you'll be at Lakers vs Clippers game tmw ?? I'll be there... 1st live NBA game for this German girl... woo hoo...
positive	@jaustinfisher you and Matt and Alex. (: no school thurs or fri.
positive	So happy, just saw an advert on Comedy Central and they're doing the themed friends marathon thing on Sunday from 8 again yayayayay
positive	Looking forward to this concert in Vancouver on December 15th...hope to see you all there! Love that city! http://t.co/Ef8GWk6u
positive	Meet the stars of The Dream Factory and win movie tix and Sugar Bowl lift tix tomorrow at SB Presidio at 5pm! http://t.co/i3EtICx5
positive	The Spanish national manager Vicente del Bosque believes Sunday's El Clasico set the perfect example: http://t.co/sb47A4Ma
positive	"Watched one of my fave 2011 movies for the 3rd time.Never fails to make me giggle while making me cry and touch my heart."-Makoy Gamboa, FB
positive	@MissAuroraSnow did you buy or rent ? will discuss on skype all this :) sat :)
positive	"@RikkiRick: Drake may not be the best to y'all but to me he is!" &amp; meeee
positive	Dwight Howard is dominating this game 29 pts &amp; 9 rebs with 15 minutes left in the game (3 mins in 3rd &amp; whole 4th qtr) #LakersPride
positive	Some analysts are beliving that Tony Romo will have a win against the Falcons Sunday night...yeah ok.
positive	We declare heaven is invading NLC for October 31 outreach. Father as it is n heaven we say so it is n r outreach. Sick will be healed
positive	Great weekend...Roll Tide victory, browsed flea market (played with all the animals), now @ work...Monday...chilly Monday... :-/
positive	The Series Finale Date of Gossip Girl Will Be December 17 - They say don't cry because it's over, smile because it h... http://t.co/nLAXPN81
positive	@Docs357 My 2nd Home after New England was California--70 average temperature-- quiet &amp; nice it is here  but 6 mos eskimo-LOL
positive	@NiallOfficial I look forward to see you with Liam, Louis, Zayn and Harry in "Dancing with the Stars" in France saturday! :)x
positive	A never-ending gold rush in China: China, the largest producer of gold, may also become the biggest consumer of ... http://t.co/G25mY8fp
positive	YEAH HAWKS! Going to the ship for the 3rd consecutive year! So proud of everyone -- let's conquer Gordon's stupid grass field! #notupinhere!
positive	@joeovies the run worked for 3 plays. great. and that drive in the 3rd when TOB took it out of glennon's hands in the RZ? TOB being TOB
positive	The goal-celebration I did when I scored my 2nd goal in the EL CLASICO last Sunday is dedicated to Ellai, my loved one.
positive	#NW Red Tails for the 1st time!!!
positive	What would complete my Sunday: The Patriots winning and the bumblebees(steelers) losing. :)
positive	What time is it? @Chilitime Thurs at 8PM! Improv favorite Comedy Central's Bob Biggerstaff! $5 with promo code: CHILI http://t.co/AMDIoYkQ
positive	YAAAAAY! Jason is my FAVE!!! "@TheXFactorUSA: ...and like that, @jasonbroccoli becomes the 6th act in the Top 12! #xfactor"
positive	Come SUPPORT the SHOW/MOVEMENT at Parkdale High School on Oct 26th frm 8-11 w/ AJA, DREAMTEAM, HQB, DSB&amp;HIB. LEAVE THE BULLSHIT AT THE DOOR.
positive	Park Shin Hye will have a Fan Meeting in the Philippines on March! Is it true? o.0 @fae016
positive	@SoonerSweethert Jason will prove himself again tomorrow when he sells out stadiums in more record times.
positive	I just saw on tv that Teen Mom 2 is coming out with a new season November 12th, can't wait to see it!
positive	Jim Brown praises Trent Richardson - Rookie running back Trent Richardson did more than win Sunday's game for the Br... http://t.co/OCx91jjg
positive	The sit down with Peyton was gr8..He opens up alot. Tune in Sunday on the Nfl today on CBS.
positive	@machinegunkelly pumped too see you in Tucson on the 27th dude!!! #LaceUp
positive	Happy Motha Fuckin Birthday to my wife, Mi Dupes @nyesosweet&lt;3 Love you so much, thankful your still rockin wit me. May God bless you xoxo
positive	Cant wait to go meet the cast of Being Human on Tuesday. Be jealous, bitches.
positive	Watching Underworld with Jace, having a pretty nice Sunday.
positive	David Bowie may be the first celeb I've seen who could make mugshots look like a photoshoot for Calv http://t.co/LjfnErzF
positive	@JKCorden enjoy your last night in swansea! Thursday is all about sin city #sinsavers
positive	Five weeks of intense rehearsals almost complete! Last rehearsal day tomorrow before the JBSA cast travels to Singapore! "Take a bow!!
positive	Yay teen mom 2 starts Monday! But the only reason I watch it is for @TM2LeahDawn :) #TeamLeah
positive	Wow, Colin Powell going to CMU for MLK Jr. celebration in January. That's cool. A big name for little CMU.
positive	@ScarleyByrne hi , you are inspires me and so may fans !!!! I need you here in Brazil !!!!!! you read the casual vacany ???
positive	@cbessex Geaux Tigers! I'll be in Death Valley Saturday night for the Game of the Century III
positive	Apple filed its annual 10-K report with the SEC for FY2012 on Wednesday, showing just how much the company has grown. http://t.co/0Gpu8KpS
positive	Manchester United can return to the top of the English Premier League on Saturday should they defeat Ar... http://t.co/Cj7JX9mW #Arsenal
positive	@megga_balls may consider watching it tomorow then. Daniel radcliffe good in it like?
positive	@lilmex2014 We both did.But it was so good.Ithink the best part was when we were hiding from @Nicole_Bethanyy &amp;Tyler since we sat together.
positive	Welp, I made it to #MLG Dallas... even the speed limits are bigger in Texas O.o Tomorrow, Sat, Sun... INTERVIEWS!!! keep an eye out :)
positive	This week has been a good week. Got the NBA package free on DIRECT TV until Nov 6th. NBA is fantastic!!!!
positive	Still yet to get really excited for Anfield on Sunday.......surely the run must end sometime???
positive	Kanye &amp; Kim as batman and catwoman may be the hottest thing ive ever seen #jeal #bestcelebcouple
positive	@MyLittleDomo i kind of tried... But ipod soooo i'm just gonna sleep tomorrow or something :')
positive	Hope I can go to the PCA game with my bestie @CallmeEmerle tomorrow:))
positive	Who sings "Ya know I like my chicken fried. Cold beer on a Friday night. Pair of jeans that fit just right and the radio upppp" ??
positive	@BedTaker Hopefully this is the turning point for Arsenal, push on from here.. But if Everton keep it up I may change that as I'd love top 4
positive	@dallascowboys good luck this sunday night vs the 7-0 Falcons but you can win the history is on or side and Tony Romo has never lost to them
positive	Martin Luther King; Elizabeth 1st; The girl with the short skirt in McDonalds; My grandaughter. (4 boys.)   -  #Mention20PeopleYouWantToMeet
positive	@WingmanBiz So wish I lived in Philly! Have a great show tomorrow night!! Hope one day to see you in St.Louis!
positive	Tim Tebow may have you "beat" "@lilduval: I think I might be the most famous dude that still jacks off."
positive	This time 18 yrs ago we won our 1st game of the season v West Ham thks to a goal from Gary Ablett. Also 1st day in my current job.
positive	@schamonaz @sarahlalor yeah 3rd season has just started.. I'm addicted.. Also watching Pretty Little Liars, Revenge &amp; Once Upon a Time atm
positive	"I once told Harry I was leaving the band on February 30th. He cried for hours until he realised there is no February 30th" - Zayn Malik,
positive	Ugh, the Cotton Bowl last Sat was almost better than today. Almost. (@ Hewlett Packard (TXN04)) http://t.co/UVbR5CuF
positive	I want to go to the battle of the bands/ drumlines at cotton bowl November 11th!
positive	@KintonKyle that's going to be wicked with no fireworks! #dohh haa :) I've got Zumba sat then going propaganda in the eve busyy :))
positive	. Azhar Ali's 157 vs England in the 2nd innings of the 3rd Test in Dubai wins best batting performance of the year by a Pakistani in Tests.
positive	Happy Single Awareness Day at Official Forever Alone day - February 14 =)))
positive	May I have Rob Pattinson with a side of Daniel Radcliffe ???(: #Please
positive	1968 Comeback Special Elvis...a tour de force! Don't miss the show on Sunday. Tickets still available. http://t.co/V133cr0M
positive	If you struggle reconciling total and implicit faith in a God you've never seen you may not want to miss this weekend at NLC. NO FEAR Part 3
positive	Watched "Devil Inside" and "Paranormal Activity" ..... Yes I'm definitely going to church Sunday morning!
positive	Hustle season December Christmas Jan 3 nyelle bday party gotta be the SHIT I'm ready lbs
positive	Tom Brady is named the AFC Offensive Player of the Week for the 22nd time in his career. It ties Peyton Manning for the most POW honors
positive	@CTJenkins22 No man, thank you. Philly plays you guys on March second (where I'm from) I'd love to meet you man!
positive	For 3 hours once a year, @Britttttney_O shares a birthday with @rockyR5  because its the 2nd in michigan but still the 1st in california! :D
positive	After watching the Raptors first hand today, they definitely in contention for the 8th seed. They were better than the Pacers today.
positive	@BrandonNAdam Wrong! Amazing show. Won the Golden Globe in January. Sorry son!
